source,target,combined_score_scaled
5045,12460,0.745
5922,12460,0.704
6730,12460,0.725
7793,12460,0.904
7894,12460,0.946
9166,12460,0.737
11904,12460,0.749
372,12461,0.875
595,12461,0.785
1627,12461,0.838
1799,12461,0.92
2395,12461,0.943
3603,12461,0.843
4129,12461,0.941
5840,12461,0.915
5848,12461,0.823
5880,12461,0.901
5881,12461,0.706
6124,12461,0.916
7066,12461,0.86
7471,12461,0.821
7492,12461,0.821
7716,12461,0.715
9540,12461,0.839
10226,12461,0.885
10817,12461,0.738
11021,12461,0.88
11608,12461,0.988
11813,12461,0.796
12160,12461,0.769
12161,12461,0.761
352,12462,0.926
1665,12462,0.908
3326,12462,0.9
3707,12462,0.796
3723,12462,0.904
3889,12462,0.933
4057,12462,0.901
4607,12462,0.814
4627,12462,0.999
4806,12462,0.833
4916,12462,0.814
4952,12462,0.903
4978,12462,0.724
5083,12462,0.917
6431,12462,0.734
6773,12462,0.704
7399,12462,0.901
7400,12462,0.905
7403,12462,0.9
7682,12462,0.832
8440,12462,0.999
8884,12462,0.964
8885,12462,0.957
8886,12462,0.953
8889,12462,0.907
8892,12462,0.919
8895,12462,0.924
8896,12462,0.911
8899,12462,0.942
8900,12462,0.942
8902,12462,0.941
8903,12462,0.918
8905,12462,0.907
9025,12462,0.904
9224,12462,0.823
9346,12462,0.835
9371,12462,0.802
9429,12462,0.727
9653,12462,0.825
9736,12462,0.82
9806,12462,0.9
10352,12462,0.808
10572,12462,0.9
11899,12462,0.993
11900,12462,0.999
11981,12462,0.938
11984,12462,0.902
11985,12462,0.9
11987,12462,0.905
1299,12463,0.887
1796,12463,0.817
3391,12463,0.898
3541,12463,0.915
3552,12463,0.894
4763,12463,0.791
5652,12463,0.811
10292,12463,0.831
11101,12463,0.714
577,12464,0.822
698,12464,0.776
1140,12464,0.97
1149,12464,0.986
2290,12464,0.715
2356,12464,0.978
2441,12464,0.973
2937,12464,0.715
3028,12464,0.949
3029,12464,0.784
3030,12464,0.848
3242,12464,0.768
3593,12464,0.802
3728,12464,0.965
4357,12464,0.785
4398,12464,0.982
4884,12464,0.889
5079,12464,0.834
5081,12464,0.849
5119,12464,0.922
5667,12464,0.9
5984,12464,0.827
6059,12464,0.76
7128,12464,0.764
7184,12464,0.999
7186,12464,0.999
7616,12464,0.734
7955,12464,0.75
8087,12464,0.79
8224,12464,0.73
8376,12464,0.734
8897,12464,0.912
10991,12464,0.925
11094,12464,0.922
11236,12464,0.981
11243,12464,0.876
11247,12464,0.895
11252,12464,0.834
11397,12464,0.805
11462,12464,0.989
1140,12465,0.963
1149,12465,0.902
2356,12465,0.93
2441,12465,0.893
3028,12465,0.819
3092,12465,0.716
3728,12465,0.909
4398,12465,0.963
5079,12465,0.872
5081,12465,0.894
5119,12465,0.927
5667,12465,0.826
7184,12465,0.982
7186,12465,0.982
8376,12465,0.721
10375,12465,0.726
11236,12465,0.928
11243,12465,0.903
11247,12465,0.9
11252,12465,0.885
11462,12465,0.965
569,12466,0.731
1140,12466,0.942
1149,12466,0.847
1606,12466,0.766
2126,12466,0.704
2356,12466,0.94
2441,12466,0.941
3028,12466,0.767
3728,12466,0.89
3903,12466,0.729
4398,12466,0.87
4679,12466,0.756
5079,12466,0.798
5081,12466,0.823
5119,12466,0.921
5667,12466,0.893
6059,12466,0.825
7184,12466,0.987
7186,12466,0.995
10991,12466,0.949
11236,12466,0.921
11243,12466,0.847
11247,12466,0.893
11252,12466,0.833
11462,12466,0.983
12464,12466,0.707
12465,12466,0.743
1140,12467,0.985
1149,12467,0.869
2356,12467,0.937
2441,12467,0.869
3028,12467,0.961
3029,12467,0.978
3030,12467,0.913
3320,12467,0.75
3592,12467,0.705
3728,12467,0.942
3762,12467,0.797
3950,12467,0.728
4357,12467,0.774
4398,12467,0.999
5079,12467,0.833
5081,12467,0.865
5119,12467,0.96
6393,12467,0.737
7184,12467,0.953
7186,12467,0.993
7241,12467,0.747
7312,12467,0.769
7872,12467,0.804
7876,12467,0.995
7878,12467,0.998
8066,12467,0.748
8224,12467,0.727
8376,12467,0.734
8897,12467,0.871
9755,12467,0.75
9883,12467,0.71
10253,12467,0.973
10375,12467,0.983
10867,12467,0.992
10991,12467,0.999
11236,12467,0.963
11243,12467,0.91
11247,12467,0.863
11252,12467,0.936
11462,12467,0.969
11762,12467,0.719
12464,12467,0.736
12465,12467,0.711
1140,12468,0.947
1149,12468,0.852
2356,12468,0.942
3728,12468,0.945
4398,12468,0.96
5079,12468,0.949
5080,12468,0.865
5081,12468,0.954
5119,12468,0.919
7184,12468,0.898
7186,12468,0.936
11236,12468,0.918
11243,12468,0.859
11247,12468,0.876
11252,12468,0.826
11462,12468,0.957
12464,12468,0.707
12467,12468,0.705
1140,12469,0.987
1149,12469,0.986
2356,12469,0.965
2441,12469,0.766
3028,12469,0.872
3728,12469,0.878
4398,12469,0.942
4679,12469,0.747
5079,12469,0.798
5081,12469,0.82
5119,12469,0.918
5667,12469,0.751
6260,12469,0.751
7134,12469,0.707
7183,12469,0.751
7184,12469,0.987
7186,12469,0.996
8376,12469,0.738
10991,12469,0.966
11236,12469,0.93
11243,12469,0.869
11247,12469,0.897
11252,12469,0.82
11397,12469,0.764
11462,12469,0.982
12467,12469,0.734
1140,12470,0.947
1149,12470,0.964
2356,12470,0.935
2441,12470,0.746
3028,12470,0.791
3728,12470,0.876
4398,12470,0.96
5079,12470,0.787
5081,12470,0.829
5119,12470,0.919
7184,12470,0.953
7186,12470,0.98
8897,12470,0.79
10253,12470,0.737
10991,12470,0.784
11236,12470,0.963
11243,12470,0.91
11247,12470,0.844
11252,12470,0.834
11462,12470,0.959
1140,12471,0.932
1149,12471,0.834
2356,12471,0.932
2441,12471,0.802
3028,12471,0.743
3029,12471,0.701
3728,12471,0.847
4398,12471,0.847
5079,12471,0.747
5081,12471,0.758
5119,12471,0.914
7184,12471,0.898
7186,12471,0.901
8376,12471,0.704
10991,12471,0.728
11236,12471,0.825
11243,12471,0.812
11247,12471,0.815
11252,12471,0.803
11462,12471,0.953
12464,12471,0.708
1140,12472,0.932
1149,12472,0.834
2356,12472,0.927
2441,12472,0.785
3028,12472,0.725
3728,12472,0.84
4398,12472,0.916
5079,12472,0.752
5081,12472,0.765
5119,12472,0.912
7052,12472,0.803
7184,12472,0.865
7186,12472,0.875
10991,12472,0.827
11236,12472,0.941
11243,12472,0.838
11247,12472,0.803
11252,12472,0.956
11462,12472,0.948
12465,12472,0.715
12466,12472,0.724
12470,12472,0.7
577,12473,0.891
1140,12473,0.949
1149,12473,0.881
2356,12473,0.933
2441,12473,0.751
3728,12473,0.885
4398,12473,0.869
5079,12473,0.834
5081,12473,0.838
5119,12473,0.912
7184,12473,0.981
7186,12473,0.997
11236,12473,0.872
11243,12473,0.841
11247,12473,0.841
11252,12473,0.898
11462,12473,0.954
12464,12473,0.751
12465,12473,0.716
12466,12473,0.731
12469,12473,0.712
12470,12473,0.706
12471,12473,0.726
1140,12474,0.969
1149,12474,0.964
2356,12474,0.944
2441,12474,0.763
3028,12474,0.956
3029,12474,0.88
3030,12474,0.772
3728,12474,0.871
3762,12474,0.764
4398,12474,0.985
4798,12474,0.766
5079,12474,0.813
5081,12474,0.829
5119,12474,0.92
7184,12474,0.862
7186,12474,0.946
7878,12474,0.871
8376,12474,0.889
10253,12474,0.823
10375,12474,0.721
10867,12474,0.908
10991,12474,0.994
11236,12474,0.881
11243,12474,0.88
11247,12474,0.834
11252,12474,0.974
11462,12474,0.957
12467,12474,0.731
1140,12475,0.947
1149,12475,0.909
2356,12475,0.933
2441,12475,0.752
3728,12475,0.939
4398,12475,0.882
5078,12475,0.762
5079,12475,0.937
5080,12475,0.858
5081,12475,0.941
5119,12475,0.919
7184,12475,0.934
7186,12475,0.947
11236,12475,0.886
11243,12475,0.876
11247,12475,0.843
11252,12475,0.838
11462,12475,0.96
12467,12475,0.705
12471,12475,0.706
12474,12475,0.71
1140,12476,0.946
1149,12476,0.817
2356,12476,0.926
2441,12476,0.761
3728,12476,0.841
4398,12476,0.856
5079,12476,0.773
5081,12476,0.79
5119,12476,0.916
7184,12476,0.809
7186,12476,0.896
10867,12476,0.744
11236,12476,0.848
11243,12476,0.85
11247,12476,0.815
11252,12476,0.795
11462,12476,0.953
12464,12476,0.721
12467,12476,0.728
12468,12476,0.731
12474,12476,0.739
773,12477,0.711
1140,12477,0.933
1149,12477,0.883
2356,12477,0.931
3728,12477,0.86
4398,12477,0.84
5079,12477,0.749
5081,12477,0.773
5119,12477,0.915
7184,12477,0.898
7186,12477,0.894
11236,12477,0.812
11243,12477,0.799
11247,12477,0.784
11252,12477,0.781
11462,12477,0.948
12464,12477,0.758
12467,12477,0.704
928,12478,0.729
2554,12478,0.71
5129,12478,0.758
5765,12478,0.717
5968,12478,0.813
7460,12478,0.999
7957,12478,0.77
8514,12478,0.958
9799,12478,0.814
11356,12478,0.893
11887,12478,0.76
157,12479,0.746
193,12479,0.797
225,12479,0.756
401,12479,0.747
755,12479,0.751
1029,12479,0.902
1060,12479,0.87
1145,12479,0.824
1237,12479,0.807
1439,12479,0.887
1468,12479,0.818
2212,12479,0.915
2349,12479,0.707
2818,12479,0.863
2949,12479,0.999
3195,12479,0.737
3317,12479,0.855
3318,12479,0.732
3324,12479,0.863
3325,12479,0.753
3400,12479,0.831
3401,12479,0.788
3402,12479,0.871
3403,12479,0.752
3412,12479,0.797
3413,12479,0.751
3577,12479,0.998
3739,12479,0.713
3864,12479,0.726
4085,12479,0.854
4123,12479,0.888
4439,12479,0.998
4534,12479,0.849
4620,12479,0.924
4857,12479,0.923
5196,12479,0.807
5218,12479,0.734
5683,12479,0.875
5842,12479,0.817
6083,12479,0.877
6145,12479,0.873
6409,12479,0.847
7083,12479,0.895
7085,12479,0.777
7086,12479,0.751
7110,12479,0.727
7394,12479,0.835
7455,12479,0.945
7535,12479,0.829
7679,12479,0.927
7716,12479,0.955
7988,12479,0.877
8177,12479,0.912
8475,12479,0.912
8595,12479,0.855
8837,12479,0.769
8877,12479,0.857
8878,12479,0.901
8879,12479,0.73
8880,12479,0.782
8956,12479,0.966
9015,12479,0.848
9118,12479,0.761
9131,12479,0.905
9215,12479,0.765
9324,12479,0.724
9400,12479,0.805
9852,12479,0.978
10043,12479,0.777
10057,12479,0.998
10474,12479,0.994
10546,12479,0.825
10553,12479,0.797
10651,12479,0.869
10652,12479,0.899
10656,12479,0.993
10657,12479,0.864
10658,12479,0.861
10660,12479,0.879
10661,12479,0.996
10711,12479,0.873
10761,12479,0.726
10762,12479,0.828
10763,12479,0.71
10764,12479,0.814
10876,12479,0.999
10877,12479,0.998
10878,12479,0.998
11140,12479,0.848
11184,12479,0.802
11474,12479,0.711
11531,12479,0.738
11673,12479,0.707
11813,12479,0.983
11840,12479,0.888
11910,12479,0.803
12034,12479,0.965
12035,12479,0.918
12036,12479,0.732
12156,12479,0.849
12159,12479,0.996
12160,12479,0.963
12161,12479,0.849
12366,12479,0.74
12425,12479,0.751
462,12480,0.711
494,12480,0.796
773,12480,0.735
1232,12480,0.771
1305,12480,0.845
2121,12480,0.849
2899,12480,0.715
2964,12480,0.722
3053,12480,0.907
3335,12480,0.736
3363,12480,0.888
3374,12480,0.824
3737,12480,0.77
3937,12480,0.766
4088,12480,0.754
4153,12480,0.738
4229,12480,0.781
4369,12480,0.969
4841,12480,0.935
4986,12480,0.828
5938,12480,0.724
6397,12480,0.812
6809,12480,0.755
6818,12480,0.832
7117,12480,0.709
7380,12480,0.701
7838,12480,0.935
7839,12480,0.722
7856,12480,0.785
8036,12480,0.906
8038,12480,0.856
8042,12480,0.762
8240,12480,0.825
8868,12480,0.78
8942,12480,0.714
9083,12480,0.868
10104,12480,0.753
11335,12480,0.79
11762,12480,0.908
11829,12480,0.938
12003,12480,0.748
12160,12480,0.983
12208,12480,0.703
53,12481,0.753
141,12481,0.8
149,12481,0.812
221,12481,0.75
227,12481,0.786
241,12481,0.894
486,12481,0.837
596,12481,0.938
664,12481,0.865
882,12481,0.759
928,12481,0.915
930,12481,0.848
979,12481,0.81
1160,12481,0.8
1447,12481,0.75
1529,12481,0.75
1587,12481,0.756
2110,12481,0.904
2779,12481,0.769
2798,12481,0.988
2821,12481,0.75
3113,12481,0.859
3320,12481,0.739
3331,12481,0.997
3335,12481,0.76
3366,12481,0.774
3367,12481,0.75
3368,12481,0.75
3436,12481,0.804
3629,12481,0.719
3670,12481,0.801
3715,12481,0.998
3823,12481,0.89
4133,12481,0.842
4160,12481,0.825
4591,12481,0.8
4976,12481,0.862
5129,12481,0.856
5661,12481,0.857
5666,12481,0.782
5765,12481,0.912
5821,12481,0.733
5883,12481,0.793
5906,12481,0.752
5925,12481,0.988
6107,12481,0.98
6480,12481,0.709
6580,12481,0.814
6616,12481,0.776
6850,12481,0.914
7034,12481,0.82
7110,12481,0.811
7328,12481,0.952
7348,12481,0.758
7477,12481,0.719
7666,12481,0.824
7675,12481,0.917
8041,12481,0.755
8185,12481,0.802
8355,12481,0.709
8437,12481,0.717
8580,12481,0.888
8712,12481,0.802
8713,12481,0.936
9265,12481,0.771
9281,12481,0.814
9438,12481,0.75
9718,12481,0.75
9721,12481,0.773
9890,12481,0.781
9904,12481,0.843
9905,12481,0.951
10501,12481,0.72
10585,12481,0.805
10811,12481,0.727
10818,12481,0.709
10881,12481,0.814
10883,12481,0.812
10884,12481,0.821
10885,12481,0.809
10886,12481,0.8
10888,12481,0.801
10889,12481,0.801
10894,12481,0.802
10895,12481,0.802
10896,12481,0.807
10897,12481,0.802
10898,12481,0.8
10899,12481,0.807
10900,12481,0.801
10901,12481,0.805
10902,12481,0.8
10903,12481,0.855
10904,12481,0.8
10905,12481,0.82
10906,12481,0.803
10908,12481,0.802
10909,12481,0.813
10910,12481,0.813
10911,12481,0.812
10912,12481,0.8
10913,12481,0.803
10914,12481,0.801
10915,12481,0.8
10916,12481,0.831
10917,12481,0.8
10918,12481,0.809
10919,12481,0.803
10920,12481,0.8
10921,12481,0.8
10922,12481,0.8
10924,12481,0.804
10926,12481,0.8
10927,12481,0.846
10934,12481,0.803
10935,12481,0.835
10936,12481,0.876
10937,12481,0.817
10940,12481,0.802
10942,12481,0.843
10948,12481,0.8
10949,12481,0.8
10950,12481,0.81
10951,12481,0.812
10952,12481,0.832
10953,12481,0.8
10954,12481,0.805
10955,12481,0.814
10956,12481,0.802
10957,12481,0.801
10958,12481,0.817
10959,12481,0.8
10961,12481,0.804
10962,12481,0.824
10963,12481,0.819
10964,12481,0.8
10965,12481,0.8
10966,12481,0.804
10968,12481,0.801
10969,12481,0.866
10970,12481,0.808
10971,12481,0.806
10972,12481,0.813
10973,12481,0.8
11094,12481,0.74
11114,12481,0.866
11162,12481,0.754
11389,12481,0.772
11819,12481,0.816
11820,12481,0.807
11821,12481,0.811
11822,12481,0.853
11824,12481,0.821
11828,12481,0.795
11835,12481,0.828
11893,12481,0.75
11973,12481,0.938
12109,12481,0.75
12187,12481,0.872
12342,12481,0.8
12460,12481,0.891
1,12482,0.953
2,12482,0.761
471,12482,0.968
472,12482,0.988
900,12482,0.969
1065,12482,0.968
1067,12482,0.966
1069,12482,0.988
1342,12482,0.969
1443,12482,0.726
1659,12482,0.904
2086,12482,0.723
2571,12482,0.988
2572,12482,0.782
2592,12482,0.948
2598,12482,0.933
2769,12482,0.724
4519,12482,0.884
5036,12482,0.82
5524,12482,0.886
5526,12482,0.881
5529,12482,0.884
5530,12482,0.883
5670,12482,0.733
6066,12482,0.945
7401,12482,0.739
7817,12482,0.923
7819,12482,0.828
7832,12482,0.997
7897,12482,0.884
7996,12482,0.726
8826,12482,0.711
9266,12482,0.731
10302,12482,0.704
11597,12482,0.7
11897,12482,0.726
12012,12482,0.998
12114,12482,0.82
12176,12482,0.974
7280,12483,0.776
7297,12483,0.75
7309,12483,0.772
7380,12483,0.891
3059,12484,0.781
3945,12484,0.954
6767,12484,0.99
90,12485,0.806
157,12485,0.923
325,12485,0.915
743,12485,0.841
1131,12485,0.949
1273,12485,0.932
1445,12485,0.915
2212,12485,0.798
2785,12485,0.915
2787,12485,0.989
3270,12485,0.928
3317,12485,0.999
3318,12485,0.999
3323,12485,0.999
3324,12485,0.999
3325,12485,0.992
3326,12485,0.99
3402,12485,0.86
3577,12485,0.839
3691,12485,0.731
4085,12485,0.772
4439,12485,0.869
5031,12485,0.749
5683,12485,0.856
5691,12485,0.984
5692,12485,0.969
5693,12485,0.965
5694,12485,0.974
5968,12485,0.907
6083,12485,0.799
7083,12485,0.823
7086,12485,0.814
7193,12485,0.98
7394,12485,0.838
7433,12485,0.741
7535,12485,0.908
7536,12485,0.904
7716,12485,0.908
7919,12485,0.87
8417,12485,0.74
8809,12485,0.779
8837,12485,0.897
8878,12485,0.808
8956,12485,0.747
9400,12485,0.757
9852,12485,0.883
10097,12485,0.98
10449,12485,0.767
10474,12485,0.811
10654,12485,0.926
10655,12485,0.997
10656,12485,0.846
10661,12485,0.739
10760,12485,0.835
10876,12485,0.984
10877,12485,0.995
10878,12485,0.9
10971,12485,0.745
11230,12485,0.72
11333,12485,0.759
11813,12485,0.879
11840,12485,0.806
11980,12485,0.874
12126,12485,0.711
12160,12485,0.738
12161,12485,0.714
12361,12485,0.701
12363,12485,0.751
12479,12485,0.756
90,12486,0.861
325,12486,0.808
743,12486,0.999
752,12486,0.789
1029,12486,0.762
1141,12486,0.736
1445,12486,0.951
1734,12486,0.9
1753,12486,0.9
2212,12486,0.928
2785,12486,0.92
2787,12486,0.982
3195,12486,0.824
3317,12486,0.994
3318,12486,0.926
3323,12486,0.972
3324,12486,0.983
3325,12486,0.971
3326,12486,0.758
3402,12486,0.712
3577,12486,0.911
3780,12486,0.902
3905,12486,0.901
4439,12486,0.979
5497,12486,0.911
5683,12486,0.933
5691,12486,0.992
5692,12486,0.802
5693,12486,0.843
5694,12486,0.844
7086,12486,0.923
7433,12486,0.713
7535,12486,0.944
7536,12486,0.826
7716,12486,0.962
8330,12486,0.915
8877,12486,0.772
8878,12486,0.919
8956,12486,0.759
9852,12486,0.923
10654,12486,0.998
10655,12486,0.999
10876,12486,0.819
10877,12486,0.9
11333,12486,0.911
11678,12486,0.97
12019,12486,0.828
12161,12486,0.716
12344,12486,0.714
12485,12486,0.981
7105,12487,0.717
6793,12488,0.818
8131,12488,0.959
11130,12488,0.891
2978,12489,0.946
6432,12489,0.819
6793,12489,0.806
7353,12489,0.951
7354,12489,0.949
7409,12489,0.936
8131,12489,0.899
9549,12489,0.935
10698,12489,0.955
11130,12489,0.916
180,12490,0.999
239,12490,0.938
309,12490,0.816
369,12490,0.97
499,12490,0.788
561,12490,0.924
597,12490,0.777
598,12490,0.828
616,12490,0.835
765,12490,0.842
789,12490,0.785
1000,12490,0.927
1050,12490,0.966
1206,12490,0.953
1797,12490,0.725
2234,12490,0.976
2441,12490,0.889
2804,12490,0.992
2818,12490,0.791
3065,12490,0.809
3140,12490,0.744
3154,12490,0.925
3675,12490,0.702
3707,12490,0.774
3792,12490,0.879
3985,12490,0.708
4104,12490,0.747
4173,12490,0.764
4247,12490,0.869
4530,12490,0.842
4820,12490,0.786
4961,12490,0.825
5103,12490,0.767
5184,12490,0.756
5338,12490,0.857
5629,12490,0.849
5820,12490,0.706
5999,12490,0.704
6106,12490,0.724
6800,12490,0.712
6801,12490,0.902
6802,12490,0.832
6805,12490,0.731
6807,12490,0.868
6808,12490,0.86
7682,12490,0.957
7839,12490,0.789
7885,12490,0.997
7886,12490,0.968
8139,12490,0.996
8619,12490,0.988
8764,12490,0.747
8776,12490,0.868
9509,12490,0.775
9681,12490,0.964
9693,12490,0.803
9757,12490,0.73
9871,12490,0.775
9877,12490,0.801
9888,12490,0.951
9985,12490,0.725
10173,12490,0.862
10193,12490,0.808
10218,12490,0.83
10354,12490,0.752
10671,12490,0.999
10672,12490,0.969
10673,12490,0.993
10674,12490,0.979
11224,12490,0.885
11253,12490,0.729
11283,12490,0.904
11413,12490,0.719
11600,12490,0.788
12160,12490,0.959
12217,12490,0.769
12318,12490,0.738
12325,12490,0.783
12358,12490,0.784
12366,12490,0.708
90,12491,0.994
157,12491,0.829
225,12491,0.757
762,12491,0.75
1237,12491,0.999
2212,12491,0.999
3195,12491,0.999
3317,12491,0.967
3318,12491,0.985
3323,12491,0.846
3324,12491,0.886
3325,12491,0.881
3326,12491,0.86
3577,12491,0.946
4383,12491,0.993
4439,12491,0.985
5196,12491,0.827
5218,12491,0.735
5683,12491,0.752
5694,12491,0.7
5842,12491,0.788
5927,12491,0.805
6083,12491,0.999
7083,12491,0.997
7085,12491,0.999
7086,12491,0.928
7374,12491,0.731
7394,12491,0.773
7445,12491,0.756
7455,12491,0.902
7535,12491,0.781
7536,12491,0.744
7603,12491,0.728
7679,12491,0.749
7716,12491,0.835
7871,12491,0.978
7919,12491,0.997
8177,12491,0.856
8877,12491,0.999
8878,12491,0.904
8880,12491,0.911
9118,12491,0.999
9723,12491,0.77
9752,12491,0.989
9852,12491,0.963
10097,12491,0.706
10655,12491,0.807
10656,12491,0.837
10711,12491,0.912
10876,12491,0.759
11813,12491,0.817
11840,12491,0.827
12019,12491,0.724
12156,12491,0.709
12160,12491,0.75
12161,12491,0.907
12393,12491,0.871
12479,12491,0.792
12485,12491,0.846
702,12492,0.72
1145,12492,0.757
1567,12492,0.911
2349,12492,0.744
3402,12492,0.799
3413,12492,0.835
6409,12492,0.738
6716,12492,0.911
7086,12492,0.71
7455,12492,0.912
7679,12492,0.707
7716,12492,0.818
8837,12492,0.76
10474,12492,0.751
10546,12492,0.888
10656,12492,0.981
10657,12492,0.999
10658,12492,0.999
10660,12492,0.999
10711,12492,0.74
11184,12492,0.789
11813,12492,0.954
11840,12492,0.982
12479,12492,0.741
12491,12492,0.748
157,12493,0.728
193,12493,0.728
225,12493,0.706
1060,12493,0.739
1145,12493,0.809
1439,12493,0.708
1567,12493,0.917
1753,12493,0.787
2349,12493,0.753
2949,12493,0.806
3317,12493,0.86
3318,12493,0.897
3324,12493,0.788
3325,12493,0.729
3400,12493,0.799
3401,12493,0.733
3402,12493,0.926
3403,12493,0.789
3413,12493,0.984
3577,12493,0.827
4439,12493,0.757
4534,12493,0.731
6083,12493,0.734
6409,12493,0.747
6716,12493,0.952
7086,12493,0.824
7394,12493,0.705
7455,12493,0.883
7679,12493,0.794
7716,12493,0.918
7919,12493,0.816
8595,12493,0.707
8878,12493,0.839
8880,12493,0.749
9015,12493,0.884
9131,12493,0.709
9400,12493,0.701
9852,12493,0.767
10474,12493,0.833
10546,12493,0.905
10656,12493,0.998
10657,12493,0.999
10658,12493,0.985
10660,12493,0.983
10661,12493,0.978
10711,12493,0.779
10760,12493,0.746
10876,12493,0.786
11184,12493,0.962
11813,12493,0.953
11840,12493,0.999
12159,12493,0.86
12479,12493,0.964
12485,12493,0.703
12491,12493,0.911
12492,12493,0.999
372,12494,0.741
743,12494,0.919
1060,12494,0.756
1237,12494,0.993
1445,12494,0.936
1734,12494,0.9
1753,12494,0.9
2968,12494,0.702
3195,12494,0.999
3317,12494,0.962
3323,12494,0.739
3324,12494,0.945
3325,12494,0.946
3402,12494,0.765
3577,12494,0.753
3710,12494,0.902
3780,12494,0.91
3905,12494,0.903
4439,12494,0.999
4612,12494,0.994
5196,12494,0.949
5218,12494,0.918
5497,12494,0.999
5683,12494,0.946
5842,12494,0.723
5927,12494,0.701
7083,12494,0.847
7085,12494,0.944
7086,12494,0.999
7394,12494,0.718
7535,12494,0.953
7536,12494,0.859
7716,12494,0.98
7919,12494,0.769
8330,12494,0.903
8809,12494,0.703
8837,12494,0.712
8878,12494,0.932
9118,12494,0.998
9400,12494,0.705
9852,12494,0.999
10655,12494,0.942
10656,12494,0.748
10664,12494,0.703
10711,12494,0.729
11333,12494,0.983
11813,12494,0.866
11840,12494,0.845
12161,12494,0.885
12479,12494,0.774
12485,12494,0.772
12486,12494,0.921
12491,12494,0.94
12493,12494,0.798
4058,12495,0.962
6348,12495,0.893
6690,12495,0.898
6839,12495,0.821
8651,12495,0.953
8652,12495,0.719
9884,12495,0.905
10648,12495,0.847
12020,12495,0.973
51,12496,0.744
90,12496,0.828
133,12496,0.74
225,12496,0.806
